,Gender,Home Location,Level of Education,Age(Years),Number of Subjects,Device type used to attend classes,Economic status,Family size,Internet facility in your locality,Are you involved in any sports?,Do elderly people monitor you?,Study time (Hours),Sleep time (Hours),Time spent on social media (Hours),Interested in Gaming?,Have separate room for studying?,Engaged in group studies?,Average marks scored before pandemic in traditional classroom,Your interaction in online mode,Clearing doubts with faculties in online mode,Interested in?,Performance in online,Your level of satisfaction in Online Education
940,Male,Urban,Under Graduate,18.0,6.0,Laptop,Middle Class,4.0,5.0,Yes,No,8.0,8.0,1.0,No,Yes,No,81-90,2.0,3.0,Both,8.0,Average
942,Male,Rural,Under Graduate,19.0,11.0,Laptop,Middle Class,4.0,2.0,Yes,No,1.0,6.0,1.0,Yes,No,yes,61-70,2.0,1.0,Practical,6.0,Average
943,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,Yes,No,4.0,6.0,1.0,No,No,No,91-100,4.0,3.0,Both,7.0,Average
944,Male,Rural,Under Graduate,18.0,10.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,8.0,8.0,3.0,Yes,Yes,No,81-90,4.0,4.0,Both,9.0,Good
948,Male,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,4.0,No,Yes,7.0,6.0,1.0,Yes,Yes,No,71-80,2.0,3.0,Both,7.0,Average
949,Male,Urban,Under Graduate,20.0,5.0,Laptop,Middle Class,4.0,5.0,No,Yes,6.0,6.0,1.0,Yes,Yes,yes,71-80,2.0,2.0,Both,6.0,Bad
950,Male,Urban,Under Graduate,19.0,5.0,Mobile,Middle Class,4.0,3.0,Yes,Yes,3.0,9.0,1.0,Yes,No,yes,71-80,1.0,2.0,Both,7.0,Average
951,Male,Rural,Under Graduate,20.0,8.0,Mobile,Middle Class,4.0,4.0,Yes,Yes,4.0,8.0,3.0,Yes,No,No,81-90,2.0,2.0,Practical,10.0,Bad
953,Male,Rural,Under Graduate,20.0,8.0,Mobile,Middle Class,4.0,4.0,Yes,Yes,5.0,8.0,3.0,Yes,No,No,91-100,2.0,3.0,Practical,10.0,Bad
954,Female,Urban,Under Graduate,20.0,6.0,Laptop,Poor,6.0,4.0,Yes,No,4.0,7.0,1.0,Yes,No,yes,81-90,4.0,1.0,Both,6.0,Bad
957,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,6.0,3.0,No,Yes,4.0,7.0,3.0,Yes,No,yes,81-90,2.0,2.0,Practical,5.0,Bad
958,Male,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,2.0,No,No,10.0,4.0,1.0,Yes,No,No,71-80,1.0,1.0,Both,3.0,Bad
959,Female,Urban,Under Graduate,19.0,6.0,Laptop,Middle Class,4.0,3.0,Yes,No,4.0,8.0,4.0,No,No,No,81-90,1.0,1.0,Theory,4.0,Average
960,Female,Rural,Under Graduate,22.0,6.0,Laptop,Middle Class,4.0,3.0,No,No,4.0,10.0,5.0,No,Yes,No,81-90,4.0,3.0,Both,8.0,Average
961,Female,Urban,Under Graduate,22.0,6.0,Laptop,Middle Class,4.0,4.0,No,No,5.0,5.0,3.0,No,No,No,71-80,2.0,1.0,Both,8.0,Average
963,Female,Urban,Under Graduate,21.0,6.0,Laptop,Middle Class,6.0,3.0,No,No,4.0,6.0,2.0,No,No,No,81-90,1.0,1.0,Practical,6.0,Bad
964,Male,Urban,Under Graduate,19.0,5.0,Laptop,Middle Class,4.0,5.0,Yes,No,1.0,8.0,5.0,Yes,Yes,No,81-90,2.0,1.0,Practical,5.0,Bad
967,Male,Urban,Under Graduate,19.0,11.0,Laptop,Middle Class,4.0,3.0,No,Yes,7.0,7.0,5.0,Yes,No,yes,81-90,1.0,1.0,Both,9.0,Bad
969,Male,Rural,Under Graduate,18.0,11.0,Mobile,Middle Class,4.0,3.0,No,Yes,3.0,8.0,5.0,Yes,Yes,No,81-90,3.0,3.0,Practical,6.0,Average
971,Female,Urban,Under Graduate,20.0,7.0,Laptop,Rich,5.0,5.0,Yes,No,4.0,7.0,3.0,No,Yes,yes,91-100,5.0,5.0,Theory,9.0,Average
972,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,3.0,No,No,2.0,10.0,2.0,No,No,No,91-100,2.0,1.0,Practical,4.0,Bad
974,Male,Rural,Under Graduate,21.0,5.0,Laptop,Poor,5.0,3.0,Yes,No,3.0,8.0,2.0,Yes,Yes,yes,91-100,2.0,2.0,Practical,5.0,Average
975,Male,Urban,Under Graduate,20.0,10.0,Laptop,Middle Class,4.0,4.0,No,No,1.0,8.0,2.0,Yes,Yes,yes,81-90,3.0,3.0,Both,9.0,Good
976,Female,Urban,Under Graduate,18.0,5.0,Laptop,Middle Class,5.0,4.0,Yes,Yes,5.0,6.0,2.0,No,Yes,No,81-90,4.0,3.0,Practical,9.0,Average
977,Female,Urban,Under Graduate,20.0,6.0,Laptop,Rich,4.0,3.0,Yes,Yes,2.0,9.0,3.0,Yes,Yes,No,71-80,3.0,2.0,Practical,7.0,Average
978,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,5.0,No,No,2.0,10.0,4.0,Yes,Yes,No,91-100,2.0,1.0,Practical,8.0,Bad
980,Male,Rural,Under Graduate,21.0,7.0,Mobile,Middle Class,4.0,3.0,Yes,No,7.0,8.0,1.0,No,Yes,No,61-70,3.0,3.0,Practical,6.0,Good
982,Male,Rural,Under Graduate,21.0,6.0,Mobile,Middle Class,5.0,3.0,No,Yes,5.0,8.0,6.0,Yes,Yes,No,71-80,3.0,2.0,Theory,7.0,Good
983,Female,Urban,Under Graduate,20.0,7.0,Mobile,Middle Class,5.0,4.0,No,Yes,2.0,5.0,1.0,No,No,No,81-90,3.0,1.0,Both,3.0,Bad
984,Male,Rural,Under Graduate,21.0,7.0,Laptop,Rich,5.0,5.0,No,Yes,6.0,8.0,1.0,No,Yes,yes,71-80,5.0,5.0,Both,10.0,Good
985,Male,Rural,Under Graduate,20.0,7.0,Laptop,Middle Class,4.0,5.0,Yes,Yes,4.0,8.0,2.0,No,Yes,No,51-60,5.0,5.0,Theory,9.0,Good
986,Male,Urban,Under Graduate,20.0,5.0,Laptop,Middle Class,4.0,4.0,No,Yes,5.0,6.0,2.0,Yes,Yes,No,61-70,3.0,2.0,Practical,8.0,Average
987,Male,Rural,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,4.0,Yes,No,3.0,7.0,4.0,Yes,Yes,yes,71-80,4.0,3.0,Practical,8.0,Average
988,Female,Urban,Under Graduate,19.0,7.0,Mobile,Middle Class,4.0,4.0,No,No,6.0,7.0,4.0,No,Yes,yes,81-90,2.0,3.0,Theory,6.0,Average
989,Male,Urban,Under Graduate,17.0,5.0,Laptop,Middle Class,5.0,4.0,Yes,No,5.0,6.0,1.0,No,No,yes,81-90,3.0,3.0,Practical,7.0,Average
990,Female,Rural,Under Graduate,19.0,5.0,Laptop,Middle Class,4.0,4.0,Yes,Yes,5.0,9.0,5.0,No,Yes,No,91-100,3.0,2.0,Theory,7.0,Average
991,Male,Rural,Post Graduate,22.0,4.0,Mobile,Poor,4.0,3.0,Yes,No,3.0,7.0,1.0,No,Yes,No,71-80,3.0,4.0,Practical,4.0,Bad
992,Male,Urban,Post Graduate,21.0,5.0,Mobile,Poor,3.0,3.0,Yes,Yes,1.0,8.0,2.0,Yes,No,yes,51-60,3.0,4.0,Practical,6.0,Good
993,Male,Rural,Post Graduate,21.0,6.0,Mobile,Middle Class,4.0,3.0,No,No,3.0,7.0,1.0,No,No,No,61-70,3.0,3.0,Practical,4.0,Average
994,Male,Rural,Post Graduate,21.0,4.0,Mobile,Middle Class,4.0,3.0,No,Yes,5.0,7.0,2.0,Yes,No,No,71-80,4.0,4.0,Theory,9.0,Average
996,Male,Urban,Post Graduate,22.0,3.0,Mobile,Middle Class,5.0,2.0,Yes,Yes,3.0,8.0,1.0,No,Yes,yes,81-90,5.0,5.0,Practical,10.0,Good
1016,Female,Urban,Post Graduate,21.0,5.0,Mobile,Middle Class,5.0,2.0,Yes,Yes,5.0,8.0,2.0,Yes,Yes,No,41-50,3.0,2.0,Practical,6.0,Average
1017,Female,Rural,Under Graduate,20.0,3.0,Mobile,Middle Class,3.0,2.0,No,No,4.0,6.0,2.0,No,Yes,yes,71-80,3.0,3.0,Theory,5.0,Average
1018,Female,Rural,Under Graduate,20.0,3.0,Mobile,Middle Class,3.0,5.0,No,No,4.0,6.0,2.0,No,Yes,No,71-80,2.0,2.0,Both,4.0,Average
1019,Female,Rural,Under Graduate,21.0,6.0,Mobile,Middle Class,3.0,2.0,No,No,5.0,6.0,1.0,Yes,No,yes,71-80,3.0,3.0,Practical,7.0,Average
1020,Female,Rural,Under Graduate,20.0,3.0,Mobile,Middle Class,6.0,4.0,No,Yes,2.0,7.0,2.0,No,Yes,No,81-90,4.0,3.0,Practical,7.0,Good
1021,Female,Rural,Under Graduate,20.0,3.0,Mobile,Middle Class,4.0,4.0,No,Yes,2.0,7.0,1.0,No,No,No,71-80,1.0,1.0,Practical,8.0,Average
1022,Female,Rural,Under Graduate,21.0,3.0,Mobile,Middle Class,4.0,5.0,No,Yes,2.0,7.0,2.0,Yes,Yes,No,51-60,4.0,4.0,Practical,8.0,Good
1023,Female,Rural,Under Graduate,19.0,5.0,Mobile,Middle Class,4.0,2.0,Yes,Yes,8.0,7.0,4.0,Yes,Yes,No,71-80,4.0,4.0,Practical,8.0,Average
1024,Female,Rural,Under Graduate,20.0,5.0,Mobile,Middle Class,6.0,3.0,Yes,Yes,8.0,7.0,4.0,Yes,Yes,No,71-80,4.0,4.0,Theory,8.0,Average
1025,Female,Rural,Under Graduate,21.0,6.0,Mobile,Middle Class,4.0,5.0,No,No,6.0,6.0,3.0,Yes,Yes,No,71-80,5.0,5.0,Theory,10.0,Good
1026,Female,Rural,Under Graduate,21.0,6.0,Laptop,Middle Class,5.0,5.0,Yes,No,8.0,7.0,5.0,Yes,Yes,No,71-80,5.0,5.0,Practical,10.0,Good
1027,Female,Rural,Under Graduate,20.0,3.0,Mobile,Middle Class,4.0,4.0,Yes,No,4.0,6.0,1.0,Yes,Yes,No,71-80,3.0,3.0,Practical,5.0,Average
1028,Female,Rural,Under Graduate,19.0,3.0,Mobile,Middle Class,6.0,5.0,Yes,Yes,4.0,8.0,4.0,Yes,Yes,yes,91-100,4.0,4.0,Theory,8.0,Average
1030,Female,Rural,Under Graduate,20.0,3.0,Mobile,Middle Class,3.0,2.0,No,No,3.0,6.0,3.0,No,Yes,yes,71-80,2.0,2.0,Theory,6.0,Average
1032,Female,Urban,Under Graduate,20.0,6.0,Laptop,Middle Class,4.0,3.0,No,No,5.0,7.0,1.0,Yes,Yes,yes,81-90,5.0,4.0,Practical,10.0,Average
